value,label
MISSOURI_BLAND,"Missouri, Bland"
MISSOURI_BLODGETT,"Missouri, Blodgett"
MISSOURI_BLOOMFIELD,"Missouri, Bloomfield"
MISSOURI_BLOOMSDALE,"Missouri, Bloomsdale"
MISSOURI_BLUE_EYE,"Missouri, Blue Eye"
MISSOURI_BLUE_SPRINGS,"Missouri, Blue Springs"
MISSOURI_BLYTHEDALE,"Missouri, Blythedale"
MISSOURI_BOGARD,"Missouri, Bogard"
MISSOURI_BOLCKOW,"Missouri, Bolckow"
MISSOURI_BOLIVAR,"Missouri, Bolivar"
MISSOURI_BONNE_TERRE,"Missouri, Bonne Terre"
MISSOURI_BOONVILLE,"Missouri, Boonville"
MISSOURI_BOSWORTH,"Missouri, Bosworth"
MISSOURI_BOURBON,"Missouri, Bourbon"
MISSOURI_BOWLING_GREEN,"Missouri, Bowling Green"
MISSOURI_BRAGG_CITY,"Missouri, Bragg City"
MISSOURI_BRANDSVILLE,"Missouri, Brandsville"
MISSOURI_BRANSON,"Missouri, Branson"
MISSOURI_BRANSON_WEST,"Missouri, Branson West"
MISSOURI_BRASHEAR,"Missouri, Brashear"
MISSOURI_BRAYMER,"Missouri, Braymer"
MISSOURI_BRECKENRIDGE,"Missouri, Breckenridge"
MISSOURI_BRECKENRIDGE_HILLS,"Missouri, Breckenridge Hills"
MISSOURI_BRENTWOOD,"Missouri, Brentwood"
MISSOURI_BRIDGETON,"Missouri, Bridgeton"
MISSOURI_BRIMSON,"Missouri, Brimson"
MISSOURI_BRONAUGH,"Missouri, Bronaugh"
MISSOURI_BROOKFIELD,"Missouri, Brookfield"
MISSOURI_BROOKLINE,"Missouri, Brookline"
MISSOURI_BROOKLYN_HEIGHTS,"Missouri, Brooklyn Heights"
MISSOURI_BROWNING,"Missouri, Browning"
MISSOURI_BROWNINGTON,"Missouri, Brownington"
MISSOURI_BRUMLEY,"Missouri, Brumley"
MISSOURI_BRUNSWICK,"Missouri, Brunswick"
MISSOURI_BUCKLIN,"Missouri, Bucklin"
MISSOURI_BUCKNER,"Missouri, Buckner"
MISSOURI_BUFFALO,"Missouri, Buffalo"
MISSOURI_BULL_CREEK,"Missouri, Bull Creek"
MISSOURI_BUNCETON,"Missouri, Bunceton"
MISSOURI_BUNKER,"Missouri, Bunker"
MISSOURI_BURGESS,"Missouri, Burgess"
MISSOURI_BURLINGTON_JUNCTION,"Missouri, Burlington Junction"
MISSOURI_BUTLER,"Missouri, Butler"
MISSOURI_BUTTERFIELD,"Missouri, Butterfield"
MISSOURI_BYRNES_MILL,"Missouri, Byrnes Mill"
MISSOURI_CABOOL,"Missouri, Cabool"
MISSOURI_CAINSVILLE,"Missouri, Cainsville"
MISSOURI_CAIRO,"Missouri, Cairo"
MISSOURI_CALEDONIA,"Missouri, Caledonia"
MISSOURI_CALHOUN,"Missouri, Calhoun"
MISSOURI_CALIFORNIA,"Missouri, California"
MISSOURI_CALLAO,"Missouri, Callao"
MISSOURI_CALVERTON_PARK,"Missouri, Calverton Park"
MISSOURI_CAMDEN,"Missouri, Camden"
MISSOURI_CAMDEN_POINT,"Missouri, Camden Point"
MISSOURI_CAMDENTON,"Missouri, Camdenton"
MISSOURI_CAMERON,"Missouri, Cameron"
MISSOURI_CAMPBELL,"Missouri, Campbell"
MISSOURI_CANALOU,"Missouri, Canalou"
MISSOURI_CANTON,"Missouri, Canton"
MISSOURI_CAPE_GIRARDEAU,"Missouri, Cape Girardeau"
MISSOURI_CARDWELL,"Missouri, Cardwell"
MISSOURI_CARL_JUNCTION,"Missouri, Carl Junction"
MISSOURI_CARROLLTON,"Missouri, Carrollton"
MISSOURI_CARTERVILLE,"Missouri, Carterville"
MISSOURI_CARTHAGE,"Missouri, Carthage"
MISSOURI_CARUTHERSVILLE,"Missouri, Caruthersville"
MISSOURI_CARYTOWN,"Missouri, Carytown"
MISSOURI_CASSVILLE,"Missouri, Cassville"
MISSOURI_CASTLE_POINT,"Missouri, Castle Point"
MISSOURI_CATRON,"Missouri, Catron"
MISSOURI_CAVE,"Missouri, Cave"
MISSOURI_CEDAR_HILL,"Missouri, Cedar Hill"
MISSOURI_CEDAR_HILL_LAKES,"Missouri, Cedar Hill Lakes"
MISSOURI_CENTER,"Missouri, Center"
MISSOURI_CENTERTOWN,"Missouri, Centertown"
MISSOURI_CENTERVIEW,"Missouri, Centerview"
MISSOURI_CENTERVILLE,"Missouri, Centerville"
MISSOURI_CENTRALIA,"Missouri, Centralia"
MISSOURI_CHAFFEE,"Missouri, Chaffee"
MISSOURI_CHAIN_OF_ROCKS,"Missouri, Chain of Rocks"
MISSOURI_CHAIN_O_LAKES,"Missouri, Chain-O-Lakes"
MISSOURI_CHAMOIS,"Missouri, Chamois"
MISSOURI_CHAMP,"Missouri, Champ"
MISSOURI_CHARLACK,"Missouri, Charlack"
MISSOURI_CHARLESTON,"Missouri, Charleston"
MISSOURI_CHESTERFIELD,"Missouri, Chesterfield"
MISSOURI_CHILHOWEE,"Missouri, Chilhowee"
MISSOURI_CHILLICOTHE,"Missouri, Chillicothe"
MISSOURI_CHULA,"Missouri, Chula"
MISSOURI_CLARENCE,"Missouri, Clarence"
MISSOURI_CLARK,"Missouri, Clark"
MISSOURI_CLARKSBURG,"Missouri, Clarksburg"
MISSOURI_CLARKSDALE,"Missouri, Clarksdale"
MISSOURI_CLARKSON_VALLEY,"Missouri, Clarkson Valley"
MISSOURI_CLARKSVILLE,"Missouri, Clarksville"
MISSOURI_CLARKTON,"Missouri, Clarkton"
MISSOURI_CLAYCOMO,"Missouri, Claycomo"
MISSOURI_CLAYTON,"Missouri, Clayton"
MISSOURI_CLEARMONT,"Missouri, Clearmont"
MISSOURI_CLEVELAND,"Missouri, Cleveland"
MISSOURI_CLEVER,"Missouri, Clever"
MISSOURI_CLIFF_VILLAGE,"Missouri, Cliff Village"
MISSOURI_CLIFTON_HILL,"Missouri, Clifton Hill"
MISSOURI_CLIMAX_SPRINGS,"Missouri, Climax Springs"
MISSOURI_CLINTON,"Missouri, Clinton"
MISSOURI_CLYDE,"Missouri, Clyde"
MISSOURI_COBALT,"Missouri, Cobalt"
MISSOURI_COFFEY,"Missouri, Coffey"
MISSOURI_COLE_CAMP,"Missouri, Cole Camp"
MISSOURI_COLLINS,"Missouri, Collins"
MISSOURI_COLUMBIA,"Missouri, Columbia"
MISSOURI_COMMERCE,"Missouri, Commerce"
MISSOURI_CONCEPTION_JUNCTION,"Missouri, Conception Junction"
MISSOURI_CONCORD,"Missouri, Concord"
MISSOURI_CONCORDIA,"Missouri, Concordia"
MISSOURI_CONEY_ISLAND,"Missouri, Coney Island"
MISSOURI_CONWAY,"Missouri, Conway"
MISSOURI_COOL_VALLEY,"Missouri, Cool Valley"
MISSOURI_COOTER,"Missouri, Cooter"
MISSOURI_CORDER,"Missouri, Corder"
MISSOURI_CORNING,"Missouri, Corning"
MISSOURI_COSBY,"Missouri, Cosby"
MISSOURI_COTTLEVILLE,"Missouri, Cottleville"
MISSOURI_COUNTRY_CLUB,"Missouri, Country Club"
MISSOURI_COUNTRY_CLUB_HILLS,"Missouri, Country Club Hills"
MISSOURI_COUNTRY_LIFE_ACRES,"Missouri, Country Life Acres"
MISSOURI_COWGILL,"Missouri, Cowgill"
MISSOURI_CRAIG,"Missouri, Craig"
MISSOURI_CRANE,"Missouri, Crane"
MISSOURI_CREIGHTON,"Missouri, Creighton"
MISSOURI_CRESTWOOD,"Missouri, Crestwood"
MISSOURI_CREVE_COEUR,"Missouri, Creve Coeur"
MISSOURI_CROCKER,"Missouri, Crocker"
MISSOURI_CROSS_TIMBERS,"Missouri, Cross Timbers"
MISSOURI_CRYSTAL_CITY,"Missouri, Crystal City"
MISSOURI_CRYSTAL_LAKE_PARK,"Missouri, Crystal Lake Park"
MISSOURI_CRYSTAL_LAKES,"Missouri, Crystal Lakes"
MISSOURI_CUBA,"Missouri, Cuba"
MISSOURI_CURRYVILLE,"Missouri, Curryville"
MISSOURI_DADEVILLE,"Missouri, Dadeville"
MISSOURI_DALTON,"Missouri, Dalton"
MISSOURI_DARDENNE_PRAIRIE,"Missouri, Dardenne Prairie"
MISSOURI_DARLINGTON,"Missouri, Darlington"
MISSOURI_DEARBORN,"Missouri, Dearborn"
MISSOURI_DEEPWATER,"Missouri, Deepwater"
MISSOURI_DEERFIELD,"Missouri, Deerfield"
MISSOURI_DE_KALB,"Missouri, De Kalb"
MISSOURI_DELLWOOD,"Missouri, Dellwood"
MISSOURI_DELTA,"Missouri, Delta"
MISSOURI_DENNIS_ACRES,"Missouri, Dennis Acres"
MISSOURI_DENVER,"Missouri, Denver"
MISSOURI_DES_ARC,"Missouri, Des Arc"
MISSOURI_DESLOGE,"Missouri, Desloge"
MISSOURI_DE_SOTO,"Missouri, De Soto"
MISSOURI_DES_PERES,"Missouri, Des Peres"
MISSOURI_DE_WITT,"Missouri, De Witt"
MISSOURI_DEXTER,"Missouri, Dexter"
MISSOURI_DIAMOND,"Missouri, Diamond"
MISSOURI_DIEHLSTADT,"Missouri, Diehlstadt"
MISSOURI_DIGGINS,"Missouri, Diggins"
MISSOURI_DIXON,"Missouri, Dixon"
MISSOURI_DONIPHAN,"Missouri, Doniphan"
MISSOURI_DOOLITTLE,"Missouri, Doolittle"
MISSOURI_DOVER,"Missouri, Dover"
MISSOURI_DOWNING,"Missouri, Downing"
MISSOURI_DREXEL,"Missouri, Drexel"
MISSOURI_DUDLEY,"Missouri, Dudley"
MISSOURI_DUENWEG,"Missouri, Duenweg"
MISSOURI_DUQUESNE,"Missouri, Duquesne"
MISSOURI_DUTCHTOWN,"Missouri, Dutchtown"
MISSOURI_EAGLEVILLE,"Missouri, Eagleville"
MISSOURI_EAST_LYNNE,"Missouri, East Lynne"
MISSOURI_EASTON,"Missouri, Easton"
MISSOURI_EAST_PRAIRIE,"Missouri, East Prairie"
MISSOURI_EDGAR_SPRINGS,"Missouri, Edgar Springs"
MISSOURI_EDGERTON,"Missouri, Edgerton"
MISSOURI_EDINA,"Missouri, Edina"
MISSOURI_EDMUNDSON,"Missouri, Edmundson"
MISSOURI_ELDON,"Missouri, Eldon"
MISSOURI_EL_DORADO_SPRINGS,"Missouri, El Dorado Springs"
MISSOURI_ELLINGTON,"Missouri, Ellington"
MISSOURI_ELLISVILLE,"Missouri, Ellisville"
MISSOURI_ELLSINORE,"Missouri, Ellsinore"
MISSOURI_ELMER,"Missouri, Elmer"
MISSOURI_ELMIRA,"Missouri, Elmira"
MISSOURI_ELMO,"Missouri, Elmo"
MISSOURI_ELSBERRY,"Missouri, Elsberry"
MISSOURI_EMERALD_BEACH,"Missouri, Emerald Beach"
MISSOURI_EMINENCE,"Missouri, Eminence"
MISSOURI_EMMA,"Missouri, Emma"
MISSOURI_EOLIA,"Missouri, Eolia"
MISSOURI_ESSEX,"Missouri, Essex"
MISSOURI_ETHEL,"Missouri, Ethel"
MISSOURI_EUREKA,"Missouri, Eureka"
MISSOURI_EVERTON,"Missouri, Everton"
MISSOURI_EWING,"Missouri, Ewing"
MISSOURI_EXCELSIOR_ESTATES,"Missouri, Excelsior Estates"
MISSOURI_EXCELSIOR_SPRINGS,"Missouri, Excelsior Springs"
MISSOURI_EXETER,"Missouri, Exeter"
MISSOURI_FAIRFAX,"Missouri, Fairfax"
MISSOURI_FAIR_GROVE,"Missouri, Fair Grove"
MISSOURI_FAIR_PLAY,"Missouri, Fair Play"
MISSOURI_FAIRVIEW,"Missouri, Fairview"
MISSOURI_FARBER,"Missouri, Farber"
MISSOURI_FARLEY,"Missouri, Farley"
MISSOURI_FARMINGTON,"Missouri, Farmington"
MISSOURI_FAYETTE,"Missouri, Fayette"
MISSOURI_FENTON,"Missouri, Fenton"
MISSOURI_FERGUSON,"Missouri, Ferguson"
MISSOURI_FERRELVIEW,"Missouri, Ferrelview"
MISSOURI_FESTUS,"Missouri, Festus"
MISSOURI_FIDELITY,"Missouri, Fidelity"
MISSOURI_FILLMORE,"Missouri, Fillmore"
MISSOURI_FISK,"Missouri, Fisk"
MISSOURI_FLEMING,"Missouri, Fleming"
MISSOURI_FLEMINGTON,"Missouri, Flemington"
MISSOURI_FLINT_HILL,"Missouri, Flint Hill"
MISSOURI_FLORDELL_HILLS,"Missouri, Flordell Hills"
MISSOURI_FLORIDA,"Missouri, Florida"
MISSOURI_FLORISSANT,"Missouri, Florissant"
MISSOURI_FOLEY,"Missouri, Foley"
MISSOURI_FORDLAND,"Missouri, Fordland"
MISSOURI_FOREST_CITY,"Missouri, Forest City"
MISSOURI_FORISTELL,"Missouri, Foristell"
MISSOURI_FORSYTH,"Missouri, Forsyth"
MISSOURI_FORTESCUE,"Missouri, Fortescue"
MISSOURI_FORT_LEONARD_WOOD,"Missouri, Fort Leonard Wood"
MISSOURI_FOSTER,"Missouri, Foster"
MISSOURI_FOUNTAIN_N__LAKES,"Missouri, Fountain N' Lakes"
MISSOURI_FRANKFORD,"Missouri, Frankford"
MISSOURI_FRANKLIN,"Missouri, Franklin"
MISSOURI_FREDERICKTOWN,"Missouri, Fredericktown"
MISSOURI_FREEBURG,"Missouri, Freeburg"
MISSOURI_FREEMAN,"Missouri, Freeman"
MISSOURI_FREISTATT,"Missouri, Freistatt"
MISSOURI_FREMONT_HILLS,"Missouri, Fremont Hills"
MISSOURI_FROHNA,"Missouri, Frohna"
MISSOURI_FRONTENAC,"Missouri, Frontenac"
MISSOURI_FULTON,"Missouri, Fulton"
MISSOURI_GAINESVILLE,"Missouri, Gainesville"
MISSOURI_GALENA,"Missouri, Galena"
MISSOURI_GALLATIN,"Missouri, Gallatin"
MISSOURI_GALT,"Missouri, Galt"
MISSOURI_GARDEN_CITY,"Missouri, Garden City"
MISSOURI_GASCONADE,"Missouri, Gasconade"
MISSOURI_GENTRY,"Missouri, Gentry"
MISSOURI_GERALD,"Missouri, Gerald"
MISSOURI_GERSTER,"Missouri, Gerster"
MISSOURI_GIBBS,"Missouri, Gibbs"
MISSOURI_GIDEON,"Missouri, Gideon"
MISSOURI_GILLIAM,"Missouri, Gilliam"
MISSOURI_GILMAN_CITY,"Missouri, Gilman City"
MISSOURI_GLADSTONE,"Missouri, Gladstone"
MISSOURI_GLASGOW,"Missouri, Glasgow"
MISSOURI_GLASGOW_VILLAGE,"Missouri, Glasgow Village"
MISSOURI_GLENAIRE,"Missouri, Glenaire"
MISSOURI_GLEN_ALLEN,"Missouri, Glen Allen"
MISSOURI_GLENDALE,"Missouri, Glendale"
MISSOURI_GLEN_ECHO_PARK,"Missouri, Glen Echo Park"
MISSOURI_GLENWOOD,"Missouri, Glenwood"
MISSOURI_GOLDEN_CITY,"Missouri, Golden City"
MISSOURI_GOODMAN,"Missouri, Goodman"
MISSOURI_GORDONVILLE,"Missouri, Gordonville"
MISSOURI_GOWER,"Missouri, Gower"
MISSOURI_GRAHAM,"Missouri, Graham"
MISSOURI_GRAIN_VALLEY,"Missouri, Grain Valley"
MISSOURI_GRANBY,"Missouri, Granby"
MISSOURI_GRAND_FALLS_PLAZA,"Missouri, Grand Falls Plaza"
MISSOURI_GRANDIN,"Missouri, Grandin"
MISSOURI_GRAND_PASS,"Missouri, Grand Pass"
MISSOURI_GRANDVIEW,"Missouri, Grandview"
MISSOURI_GRANGER,"Missouri, Granger"
MISSOURI_GRANT_CITY,"Missouri, Grant City"
MISSOURI_GRANTWOOD_VILLAGE,"Missouri, Grantwood Village"
MISSOURI_GRAVOIS_MILLS,"Missouri, Gravois Mills"
MISSOURI_GRAY_SUMMIT,"Missouri, Gray Summit"
MISSOURI_GREENCASTLE,"Missouri, Greencastle"
MISSOURI_GREEN_CITY,"Missouri, Green City"
MISSOURI_GREENDALE,"Missouri, Greendale"
MISSOURI_GREENFIELD,"Missouri, Greenfield"
MISSOURI_GREEN_PARK,"Missouri, Green Park"
MISSOURI_GREEN_RIDGE,"Missouri, Green Ridge"
MISSOURI_GREENTOP,"Missouri, Greentop"
MISSOURI_GREENVILLE,"Missouri, Greenville"
MISSOURI_GREENWOOD,"Missouri, Greenwood"
MISSOURI_GUILFORD,"Missouri, Guilford"
MISSOURI_GUNN_CITY,"Missouri, Gunn City"
MISSOURI_HALE,"Missouri, Hale"
MISSOURI_HALFWAY,"Missouri, Halfway"
MISSOURI_HALLSVILLE,"Missouri, Hallsville"
MISSOURI_HALLTOWN,"Missouri, Halltown"
MISSOURI_HAMILTON,"Missouri, Hamilton"
MISSOURI_HANLEY_HILLS,"Missouri, Hanley Hills"
MISSOURI_HANNIBAL,"Missouri, Hannibal"
MISSOURI_HARDIN,"Missouri, Hardin"
MISSOURI_HARRIS,"Missouri, Harris"
MISSOURI_HARRISBURG,"Missouri, Harrisburg"
MISSOURI_HARRISONVILLE,"Missouri, Harrisonville"
MISSOURI_HARTSBURG,"Missouri, Hartsburg"
MISSOURI_HARTVILLE,"Missouri, Hartville"
MISSOURI_HARTWELL,"Missouri, Hartwell"
MISSOURI_HARWOOD,"Missouri, Harwood"
MISSOURI_HAWK_POINT,"Missouri, Hawk Point"
MISSOURI_HAYTI,"Missouri, Hayti"
MISSOURI_HAYTI_HEIGHTS,"Missouri, Hayti Heights"
MISSOURI_HAYWARD,"Missouri, Hayward"
MISSOURI_HAYWOOD_CITY,"Missouri, Haywood City"
MISSOURI_HAZELWOOD,"Missouri, Hazelwood"
MISSOURI_HENRIETTA,"Missouri, Henrietta"
MISSOURI_HERCULANEUM,"Missouri, Herculaneum"
MISSOURI_HERMANN,"Missouri, Hermann"
MISSOURI_HERMITAGE,"Missouri, Hermitage"
MISSOURI_HIGBEE,"Missouri, Higbee"
MISSOURI_HIGGINSVILLE,"Missouri, Higginsville"
MISSOURI_HIGH_HILL,"Missouri, High Hill"
MISSOURI_HIGHLANDVILLE,"Missouri, Highlandville"
MISSOURI_HIGH_RIDGE,"Missouri, High Ridge"
MISSOURI_HILLSBORO,"Missouri, Hillsboro"
MISSOURI_HILLSDALE,"Missouri, Hillsdale"
MISSOURI_HOBERG,"Missouri, Hoberg"
MISSOURI_HOLCOMB,"Missouri, Holcomb"
MISSOURI_HOLDEN,"Missouri, Holden"
MISSOURI_HOLLAND,"Missouri, Holland"
MISSOURI_HOLLIDAY,"Missouri, Holliday"
MISSOURI_HOLLISTER,"Missouri, Hollister"
MISSOURI_HOLT,"Missouri, Holt"
MISSOURI_HOLTS_SUMMIT,"Missouri, Holts Summit"
MISSOURI_HOMESTEAD,"Missouri, Homestead"
MISSOURI_HOMESTOWN,"Missouri, Homestown"
MISSOURI_HOPKINS,"Missouri, Hopkins"
MISSOURI_HORINE,"Missouri, Horine"
MISSOURI_HORNERSVILLE,"Missouri, Hornersville"
MISSOURI_HOUSTON,"Missouri, Houston"
MISSOURI_HOUSTONIA,"Missouri, Houstonia"
MISSOURI_HOUSTON_LAKE,"Missouri, Houston Lake"
MISSOURI_HOWARDVILLE,"Missouri, Howardville"
MISSOURI_HUGHESVILLE,"Missouri, Hughesville"
MISSOURI_HUMANSVILLE,"Missouri, Humansville"
MISSOURI_HUME,"Missouri, Hume"
MISSOURI_HUMPHREYS,"Missouri, Humphreys"
MISSOURI_HUNNEWELL,"Missouri, Hunnewell"
MISSOURI_HUNTLEIGH,"Missouri, Huntleigh"
MISSOURI_HUNTSVILLE,"Missouri, Huntsville"
MISSOURI_HURDLAND,"Missouri, Hurdland"
MISSOURI_HURLEY,"Missouri, Hurley"
MISSOURI_IATAN,"Missouri, Iatan"
MISSOURI_IBERIA,"Missouri, Iberia"
MISSOURI_IMPERIAL,"Missouri, Imperial"
MISSOURI_INDEPENDENCE,"Missouri, Independence"
MISSOURI_INDIAN_POINT,"Missouri, Indian Point"
MISSOURI_INNSBROOK,"Missouri, Innsbrook"
MISSOURI_IONIA,"Missouri, Ionia"
MISSOURI_IRENA,"Missouri, Irena"
MISSOURI_IRONDALE,"Missouri, Irondale"
MISSOURI_IRON_MOUNTAIN_LAKE,"Missouri, Iron Mountain Lake"
MISSOURI_IRONTON,"Missouri, Ironton"
MISSOURI_JACKSON,"Missouri, Jackson"
MISSOURI_JACKSONVILLE,"Missouri, Jacksonville"
MISSOURI_JAMESON,"Missouri, Jameson"
MISSOURI_JAMESPORT,"Missouri, Jamesport"
MISSOURI_JAMESTOWN,"Missouri, Jamestown"
MISSOURI_JASPER,"Missouri, Jasper"
MISSOURI_JEFFERSON_CITY,"Missouri, Jefferson City"
MISSOURI_JENNINGS,"Missouri, Jennings"
MISSOURI_JERICO_SPRINGS,"Missouri, Jerico Springs"
MISSOURI_JONESBURG,"Missouri, Jonesburg"
MISSOURI_JOPLIN,"Missouri, Joplin"
MISSOURI_JOSEPHVILLE,"Missouri, Josephville"
MISSOURI_JUNCTION_CITY,"Missouri, Junction City"
MISSOURI_KAHOKA,"Missouri, Kahoka"
MISSOURI_KANSAS_CITY,"Missouri, Kansas City"
MISSOURI_KEARNEY,"Missouri, Kearney"
MISSOURI_KELSO,"Missouri, Kelso"
MISSOURI_KENNETT,"Missouri, Kennett"
MISSOURI_KEYTESVILLE,"Missouri, Keytesville"
MISSOURI_KIDDER,"Missouri, Kidder"
MISSOURI_KIMBERLING_CITY,"Missouri, Kimberling City"
MISSOURI_KIMMSWICK,"Missouri, Kimmswick"
MISSOURI_KING_CITY,"Missouri, King City"
MISSOURI_KINGDOM_CITY,"Missouri, Kingdom City"
MISSOURI_KINGSTON,"Missouri, Kingston"
MISSOURI_KINGSVILLE,"Missouri, Kingsville"
MISSOURI_KINLOCH,"Missouri, Kinloch"
MISSOURI_KIRKSVILLE,"Missouri, Kirksville"
MISSOURI_KIRKWOOD,"Missouri, Kirkwood"
MISSOURI_KNOB_NOSTER,"Missouri, Knob Noster"
MISSOURI_KNOX_CITY,"Missouri, Knox City"
MISSOURI_KOSHKONONG,"Missouri, Koshkonong"
MISSOURI_LA_BELLE,"Missouri, La Belle"
MISSOURI_LACLEDE,"Missouri, Laclede"
MISSOURI_LADDONIA,"Missouri, Laddonia"
MISSOURI_LA_DUE,"Missouri, La Due"
MISSOURI_LADUE,"Missouri, Ladue"
MISSOURI_LA_GRANGE,"Missouri, La Grange"
MISSOURI_LAKE_ANNETTE,"Missouri, Lake Annette"
MISSOURI_LAKE_LAFAYETTE,"Missouri, Lake Lafayette"
MISSOURI_LAKE_LOTAWANA,"Missouri, Lake Lotawana"
MISSOURI_LAKE_MYKEE_TOWN,"Missouri, Lake Mykee Town"
MISSOURI_LAKE_OZARK,"Missouri, Lake Ozark"
MISSOURI_LAKE_ST__LOUIS,"Missouri, Lake St. Louis"
MISSOURI_LAKESHIRE,"Missouri, Lakeshire"
MISSOURI_LAKESIDE,"Missouri, Lakeside"
MISSOURI_LAKE_TAPAWINGO,"Missouri, Lake Tapawingo"
MISSOURI_LAKE_WAUKOMIS,"Missouri, Lake Waukomis"
MISSOURI_LAKE_WINNEBAGO,"Missouri, Lake Winnebago"
MISSOURI_LAMAR,"Missouri, Lamar"
MISSOURI_LAMAR_HEIGHTS,"Missouri, Lamar Heights"
MISSOURI_LAMBERT,"Missouri, Lambert"
MISSOURI_LA_MONTE,"Missouri, La Monte"
MISSOURI_LANAGAN,"Missouri, Lanagan"
MISSOURI_LANCASTER,"Missouri, Lancaster"
MISSOURI_LA_PLATA,"Missouri, La Plata"
MISSOURI_LAREDO,"Missouri, Laredo"
MISSOURI_LA_RUSSELL,"Missouri, La Russell"
MISSOURI_LATHROP,"Missouri, Lathrop"
MISSOURI_LA_TOUR,"Missouri, La Tour"
MISSOURI_LAURIE,"Missouri, Laurie"
MISSOURI_LAWSON,"Missouri, Lawson"
MISSOURI_LEADINGTON,"Missouri, Leadington"
MISSOURI_LEADWOOD,"Missouri, Leadwood"
MISSOURI_LEASBURG,"Missouri, Leasburg"
MISSOURI_LEAWOOD,"Missouri, Leawood"
MISSOURI_LEBANON,"Missouri, Lebanon"
MISSOURI_LEE_S_SUMMIT,"Missouri, Lee's Summit"
MISSOURI_LEETON,"Missouri, Leeton"
MISSOURI_LEMAY,"Missouri, Lemay"
MISSOURI_LEONARD,"Missouri, Leonard"
MISSOURI_LESLIE,"Missouri, Leslie"
MISSOURI_LEVASY,"Missouri, Levasy"
MISSOURI_LEWIS_AND_CLARK_VILLAGE,"Missouri, Lewis and Clark Village"
MISSOURI_LEWISTOWN,"Missouri, Lewistown"
MISSOURI_LEXINGTON,"Missouri, Lexington"
MISSOURI_LIBERAL,"Missouri, Liberal"
MISSOURI_LIBERTY,"Missouri, Liberty"
MISSOURI_LICKING,"Missouri, Licking"
MISSOURI_LILBOURN,"Missouri, Lilbourn"
MISSOURI_LINCOLN,"Missouri, Lincoln"
MISSOURI_LINN,"Missouri, Linn"
MISSOURI_LINN_CREEK,"Missouri, Linn Creek"
MISSOURI_LINNEUS,"Missouri, Linneus"
MISSOURI_LITHIUM,"Missouri, Lithium"
MISSOURI_LIVONIA,"Missouri, Livonia"
MISSOURI_LOCK_SPRINGS,"Missouri, Lock Springs"
MISSOURI_LOCKWOOD,"Missouri, Lockwood"
MISSOURI_LOHMAN,"Missouri, Lohman"
MISSOURI_LOMA_LINDA,"Missouri, Loma Linda"
MISSOURI_LONE_JACK,"Missouri, Lone Jack"
MISSOURI_LONGTOWN,"Missouri, Longtown"
MISSOURI_LOUISBURG,"Missouri, Louisburg"
MISSOURI_LOUISIANA,"Missouri, Louisiana"
MISSOURI_LOWRY_CITY,"Missouri, Lowry City"
MISSOURI_LUCERNE,"Missouri, Lucerne"
MISSOURI_LUDLOW,"Missouri, Ludlow"
MISSOURI_LUPUS,"Missouri, Lupus"
MISSOURI_LURAY,"Missouri, Luray"
MISSOURI_MCBAINE,"Missouri, McBaine"
MISSOURI_MCCORD_BEND,"Missouri, McCord Bend"
MISSOURI_MCFALL,"Missouri, McFall"
MISSOURI_MACKENZIE,"Missouri, Mackenzie"
MISSOURI_MCKITTRICK,"Missouri, McKittrick"
MISSOURI_MACKS_CREEK,"Missouri, Macks Creek"
MISSOURI_MACON,"Missouri, Macon"
MISSOURI_MADISON,"Missouri, Madison"
MISSOURI_MAITLAND,"Missouri, Maitland"
MISSOURI_MALDEN,"Missouri, Malden"
MISSOURI_MALTA_BEND,"Missouri, Malta Bend"
MISSOURI_MANCHESTER,"Missouri, Manchester"
MISSOURI_MANSFIELD,"Missouri, Mansfield"
MISSOURI_MAPLEWOOD,"Missouri, Maplewood"
MISSOURI_MARBLE_HILL,"Missouri, Marble Hill"
MISSOURI_MARCELINE,"Missouri, Marceline"
MISSOURI_MARIONVILLE,"Missouri, Marionville"
MISSOURI_MARLBOROUGH,"Missouri, Marlborough"
MISSOURI_MARQUAND,"Missouri, Marquand"
MISSOURI_MARSHALL,"Missouri, Marshall"
MISSOURI_MARSHFIELD,"Missouri, Marshfield"
MISSOURI_MARSTON,"Missouri, Marston"
MISSOURI_MARTHASVILLE,"Missouri, Marthasville"
MISSOURI_MARTINSBURG,"Missouri, Martinsburg"
MISSOURI_MARYLAND_HEIGHTS,"Missouri, Maryland Heights"
MISSOURI_MARYVILLE,"Missouri, Maryville"
MISSOURI_MATTHEWS,"Missouri, Matthews"
MISSOURI_MAYSVILLE,"Missouri, Maysville"
MISSOURI_MAYVIEW,"Missouri, Mayview"
MISSOURI_MEADVILLE,"Missouri, Meadville"
MISSOURI_MEHLVILLE,"Missouri, Mehlville"
MISSOURI_MEMPHIS,"Missouri, Memphis"
MISSOURI_MENDON,"Missouri, Mendon"
MISSOURI_MERCER,"Missouri, Mercer"
MISSOURI_MERRIAM_WOODS,"Missouri, Merriam Woods"
MISSOURI_MERWIN,"Missouri, Merwin"
MISSOURI_META,"Missouri, Meta"
MISSOURI_METZ,"Missouri, Metz"
MISSOURI_MEXICO,"Missouri, Mexico"
MISSOURI_MIAMI,"Missouri, Miami"
MISSOURI_MIDDLETOWN,"Missouri, Middletown"
